Date,Open,High,Low,Close,Volume
2023-07-02,179.05,179.29,175.79,178.27,27409122
2023-07-09,178.61,179.65,176.66,178.64,20071904
2023-07-16,178.37,182.17,178.2601,181.43,23119985
2023-07-23,180.99,184.23,180.64,182.18,25125298
2023-07-30,182.22,183.64,180.32,181.86,26040556
2023-08-06,182.43,183.09,179.28,180.19,28100090
2023-08-13,180.15,180.15,177.49,177.6,26541577
2023-08-20,176.86,177.58,174.93,175.33,37887297
2023-08-27,175.9,178.49,174.96,177.62,29707311
2023-09-03,177.65,181.12,177.51,180.11,28677373
2023-09-10,179.33,179.4438,177.7,178.08,20034970
2023-09-17,178.97,179.105,176.36,178.34,23814578
2023-09-24,178.82,180.66,177.69,178.62,29815047
2023-10-01,178.41,178.71,171.265,171.45,44172033
2023-10-08,170.23,170.46,168.3,169.7,51119119
2023-10-15,171.18,179.095,171.075,178.83,47889092
2023-10-22,177.84,185.23,177.535,183.59,56730314
2023-10-29,183.5099,186.36,181.68,186.15,47935018
2023-11-05,185.54,186.21,182.67,184.79,43783634
2023-11-12,184.14,184.23,179.245,179.51,35906669
